claim_id,description,actual_severity,filing_date
CLM00190,"Minor bumper contact in parking garage on May 24, 2025. 2020 Toyota Camry. Both parties exchanged information.",Low,2025-05-24
CLM00191,Windshield chip from road debris on 02/21/2025 while driving on Church St. 2020 Chevrolet Silverado. Small chip needs repair before it spreads.,Low,2025-02-21
CLM00192,"URGENT: House fire at 1864 Summer St, Waltham on 05/12/2025. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $200,000. Fire department report available. Family displaced.",High,2025-05-12
CLM00193,"Minor parking lot incident on July 06, 2025. Small scratch on headlight of my 2020 GMC Sierra. No injuries. Other party left contact information.",Low,2025-07-06
CLM00194,"Severe accident on highway near Boston on May 27, 2025. 2020 Toyota Camry struck by semi-truck. Major damage to entire hood side. Vehicle towed from scene. Hospital treatment required. Police report number RPT974107.",High,2025-05-27
CLM00195,"Windshield chip from road debris on June 25, 2025 while driving on Forest Drive. 2022 Acura MDX. Small chip needs repair before it spreads.",Low,2025-06-25
CLM00196,Side-swiped on highway near Lowell on 01/06/2025. 2020 Toyota Camry has damage to driver side door and rear bumper. Other driver cited for unsafe lane change.,Medium,2025-01-06
CLM00197,Vehicle damaged by shopping cart blown by wind on 03/28/2025. 2020 Lexus RX has dents on headlight. Security footage available.,Medium,2025-03-28
CLM00198,"Collision with deer on Broadway near Boston on November 10, 2024. 2018 Ford F-150 has front-end damage including side mirror and hood. Police report available.",Medium,2024-11-10
CLM00199,Minor bumper contact in parking garage on 99 days ago. 2021 Tesla Model 3. Both parties exchanged information.,Low,2025-06-28
CLM00200,Tire damage from pothole on Highland Ave on 03/17/2025. 2020 Toyota Camry. Tire needs replacement.,Low,2025-03-17
CLM00201,Total loss - 2021 Volkswagen Jetta completely submerged during flooding on Cedar Lane near Medford on 38 days ago. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-08-28
CLM00202,Vehicle damaged by shopping cart blown by wind on 79 days ago. 2020 Lexus RX has dents on rear bumper. Security footage available.,Medium,2025-07-18
CLM00203,URGENT: 2021 Tesla Model 3 stolen from Medford Mall on 129 days ago. Vehicle found abandoned three days later with severe damage. headlight and headlight destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.,High,2025-05-29
CLM00204,"Bird damage to paint on hood on 09/15/2025. 2019 Audi A4. Etching visible, needs touch-up.",Low,2025-09-15
CLM00205,"Minor parking lot incident on July 03, 2025. Small scratch on hood of my 2021 Volvo XC90. No injuries. Other party left contact information.",Low,2025-07-03
CLM00206,Minor parking lot incident on 359 days ago. Small scratch on quarter panel of my 2020 Lexus RX. No injuries. Other party left contact information.,Low,2024-10-11
CLM00207,"Rear-ended at intersection of Pleasant St and Pleasant St in Somerville on October 17, 2024. My 2021 Volkswagen Jetta sustained moderate damage to hood. Police report filed.",Medium,2024-10-17
CLM00208,Small dent from hail storm on 269 days ago. 2021 Volkswagen Jetta parked at Cambridge Shopping Center. tail light affected.,Low,2025-01-09
CLM00209,Minor collision at stoplight on 04/23/2025. 2021 Mazda CX-5 bumped from behind. Damage to tail light.,Medium,2025-04-23
CLM00210,Side-swiped on highway near Boston on 03/17/2025. 2019 Infiniti Q50 has damage to headlight and driver side door. Other driver cited for unsafe lane change.,Medium,2025-03-17
CLM00211,Broken fender discovered on 04/24/2025 at Malden Parking Garage. Likely vandalism while parked. 2020 Lexus RX.,Low,2025-04-24
CLM00212,Small scratch along front bumper noticed on 08/23/2025. Unknown cause. 2021 Mazda CX-5 parked at Somerville Parking Garage.,Low,2025-08-23
CLM00213,Tire damage from pothole on Main St on 04/14/2025. 2021 Volkswagen Jetta. Tire needs replacement.,Low,2025-04-14
CLM00214,Small dent from hail storm on 156 days ago. 2022 BMW X5 parked at Brookline Plaza. rear bumper affected.,Low,2025-05-02
CLM00215,"Minor scrape on side mirror while parking on October 15, 2024 at Quincy Shopping Center. 2021 Mazda CX-5. Paint transfer visible.",Low,2024-10-15
CLM00216,Minor scrape on front bumper while parking on 12/18/2024 at Providence Mall. 2019 Audi A4. Paint transfer visible.,Low,2024-12-18
CLM00217,Shopping cart dent on quarter panel at Hartford shopping center on 67 days ago. 2020 Toyota Camry. Superficial damage only.,Low,2025-07-30
CLM00218,Tire damage from pothole on Oak Ave on 181 days ago. 2021 Tesla Model 3. Tire needs replacement.,Low,2025-04-07
CLM00219,Small scratch along tail light noticed on 322 days ago. Unknown cause. 2021 Tesla Model 3 parked at Lynn Shopping Center.,Low,2024-11-17
CLM00220,"Minor parking lot incident on June 17, 2025. Small scratch on windshield of my 2021 Volvo XC90. No injuries. Other party left contact information.",Low,2025-06-17
CLM00221,"Small scratch along passenger side noticed on May 06, 2025. Unknown cause. 2021 Volkswagen Jetta parked at Lynn Shopping Center.",Low,2025-05-06
CLM00222,Broken front bumper discovered on 12/09/2024 at Hartford Mall. Likely vandalism while parked. 2019 Nissan Altima.,Low,2024-12-09
CLM00223,Windshield chip from road debris on 92 days ago while driving on Union Street. 2021 Tesla Model 3. Small chip needs repair before it spreads.,Low,2025-07-05
CLM00224,Tire damage from pothole on Broadway on 04/14/2025. 2022 Acura MDX. Tire needs replacement.,Low,2025-04-14
CLM00225,"Shopping cart dent on trunk at Lowell shopping center on October 10, 2024. 2018 Jeep Wrangler. Superficial damage only.",Low,2024-10-10
CLM00226,"Small scratch along tail light noticed on November 19, 2024. Unknown cause. 2018 Jeep Wrangler parked at Somerville Mall.",Low,2024-11-19
CLM00227,Fender bender on 216 days ago at Church St in Boston. 2022 Mercedes-Benz C-Class damage to headlight. Both drivers remained at scene.,Medium,2025-03-03
CLM00228,Windshield chip from road debris on 345 days ago while driving on Oak Ave. 2020 Lexus RX. Small chip needs repair before it spreads.,Low,2024-10-25
CLM00229,"Small scratch along headlight noticed on March 24, 2025. Unknown cause. 2018 Jeep Wrangler parked at Hartford Parking Garage.",Low,2025-03-24
CLM00230,Vehicle damaged by shopping cart blown by wind on 130 days ago. 2019 Infiniti Q50 has dents on driver side door. Security footage available.,Medium,2025-05-28
CLM00231,Shopping cart dent on side mirror at Lynn shopping center on 02/04/2025. 2020 GMC Sierra. Superficial damage only.,Low,2025-02-04
CLM00232,"Shopping cart dent on front bumper at Cambridge shopping center on February 18, 2025. 2021 Tesla Model 3. Superficial damage only.",Low,2025-02-18
CLM00233,"Broken side mirror discovered on January 20, 2025 at Newton Shopping Center. Likely vandalism while parked. 2019 Nissan Altima.",Low,2025-01-20
CLM00234,Fender bender on 151 days ago at Highland Ave in Quincy. 2020 Chevrolet Silverado damage to front bumper. Both drivers remained at scene.,Medium,2025-05-07
CLM00235,"Bird damage to paint on hood on 11/26/2024. 2018 Dodge Ram. Etching visible, needs touch-up.",Low,2024-11-26
CLM00236,Vehicle struck by falling branch during storm on 07/16/2025. 2019 Hyundai Elantra has damage to trunk and windshield. Tree maintenance company notified.,Medium,2025-07-16
CLM00237,Small dent from hail storm on 10/29/2024. 2020 Subaru Outback parked at Lowell Mall. quarter panel affected.,Low,2024-10-29
CLM00238,"Small dent from hail storm on May 07, 2025. 2022 Acura MDX parked at Springfield Shopping Center. tail light affected.",Low,2025-05-07
CLM00239,Small scratch along driver side door noticed on 91 days ago. Unknown cause. 2020 Subaru Outback parked at Boston Plaza.,Low,2025-07-06
CLM00240,Shopping cart dent on driver side door at Boston shopping center on 02/26/2025. 2021 Mazda CX-5. Superficial damage only.,Low,2025-02-26
CLM00241,Minor scrape on fender while parking on 22 days ago at Malden Shopping Center. 2018 Ford F-150. Paint transfer visible.,Low,2025-09-13
CLM00242,Vehicle struck by falling branch during storm on 06/26/2025. 2019 Hyundai Elantra has damage to windshield and windshield. Tree maintenance company notified.,Medium,2025-06-26
CLM00243,"Minor scrape on passenger side while parking on November 16, 2024 at Boston Plaza. 2021 Mazda CX-5. Paint transfer visible.",Low,2024-11-16
CLM00244,"URGENT: House fire at 9815 River Road, Hartford on 09/04/2025. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $75,000. Fire department report available. Family displaced.",High,2025-09-04
CLM00245,"Tire damage from pothole on Union Street on April 01, 2025. 2020 Subaru Outback. Tire needs replacement.",Low,2025-04-01
CLM00246,Small scratch along side mirror noticed on 01/22/2025. Unknown cause. 2018 Dodge Ram parked at Springfield Parking Garage.,Low,2025-01-22
CLM00247,"Collision with deer on Oak Ave near Waltham on January 27, 2025. 2019 Infiniti Q50 has front-end damage including tail light and tail light. Police report available.",Medium,2025-01-27
CLM00248,Shopping cart dent on trunk at Malden shopping center on 08/20/2025. 2020 Kia Sorento. Superficial damage only.,Low,2025-08-20
CLM00249,"Rear-ended at intersection of Spring St and Hill Ave in Lynn on May 22, 2025. My 2020 Toyota Camry sustained moderate damage to passenger side. Police report filed.",Medium,2025-05-22
CLM00250,"Minor parking lot incident on March 02, 2025. Small scratch on front bumper of my 2019 Hyundai Elantra. No injuries. Other party left contact information.",Low,2025-03-02
CLM00251,"Bird damage to paint on hood on 241 days ago. 2022 Mercedes-Benz C-Class. Etching visible, needs touch-up.",Low,2025-02-06
CLM00252,Small dent from hail storm on 01/06/2025. 2022 Acura MDX parked at Malden Plaza. fender affected.,Low,2025-01-06
CLM00253,Small scratch along fender noticed on 10/12/2024. Unknown cause. 2022 Mercedes-Benz C-Class parked at Newton Parking Garage.,Low,2024-10-12
CLM00254,"Shopping cart dent on front bumper at Lowell shopping center on November 23, 2024. 2020 Lexus RX. Superficial damage only.",Low,2024-11-23
CLM00255,"Small dent from hail storm on January 22, 2025. 2022 BMW X5 parked at Brookline Parking Garage. fender affected.",Low,2025-01-22
CLM00256,Small dent from hail storm on 100 days ago. 2020 GMC Sierra parked at Providence Plaza. side mirror affected.,Low,2025-06-27
CLM00257,"Small dent from hail storm on December 14, 2024. 2021 Mazda CX-5 parked at Lowell Shopping Center. side mirror affected.",Low,2024-12-14
CLM00258,"Minor bumper contact in parking garage on July 01, 2025. 2019 Infiniti Q50. Both parties exchanged information.",Low,2025-07-01
CLM00259,"Bird damage to paint on hood on 09/24/2025. 2018 Ford F-150. Etching visible, needs touch-up.",Low,2025-09-24
CLM00260,Minor bumper contact in parking garage on 110 days ago. 2018 Jeep Wrangler. Both parties exchanged information.,Low,2025-06-17
CLM00261,Minor parking lot incident on 12/27/2024. Small scratch on passenger side of my 2022 Mercedes-Benz C-Class. No injuries. Other party left contact information.,Low,2024-12-27
CLM00262,"Small dent from hail storm on December 25, 2024. 2019 Infiniti Q50 parked at Lowell Plaza. passenger side affected.",Low,2024-12-25
CLM00263,"Bird damage to paint on hood on 11/09/2024. 2022 Mercedes-Benz C-Class. Etching visible, needs touch-up.",Low,2024-11-09
CLM00264,"Collision with deer on Summer St near Newton on April 01, 2025. 2022 Mercedes-Benz C-Class has front-end damage including fender and passenger side. Police report available.",Medium,2025-04-01
CLM00265,"Minor scrape on driver side door while parking on March 16, 2025 at Malden Shopping Center. 2019 Hyundai Elantra. Paint transfer visible.",Low,2025-03-16
CLM00266,Windshield chip from road debris on 06/19/2025 while driving on Spring St. 2022 BMW X5. Small chip needs repair before it spreads.,Low,2025-06-19
CLM00267,"Bird damage to paint on hood on 03/28/2025. 2019 Infiniti Q50. Etching visible, needs touch-up.",Low,2025-03-28
CLM00268,Minor bumper contact in parking garage on 321 days ago. 2022 Mercedes-Benz C-Class. Both parties exchanged information.,Low,2024-11-18
CLM00269,"Vehicle struck by falling branch during storm on April 26, 2025. 2021 Volkswagen Jetta has damage to hood and windshield. Tree maintenance company notified.",Medium,2025-04-26
CLM00270,Minor scrape on trunk while parking on 12/29/2024 at Worcester Parking Garage. 2018 Dodge Ram. Paint transfer visible.,Low,2024-12-29
CLM00271,"Small dent from hail storm on May 03, 2025. 2019 Infiniti Q50 parked at Newton Plaza. tail light affected.",Low,2025-05-03
CLM00272,"Collision with deer on Summer St near Medford on February 04, 2025. 2019 Nissan Altima has front-end damage including trunk and trunk. Police report available.",Medium,2025-02-04
CLM00273,"Shopping cart dent on front bumper at Quincy shopping center on May 01, 2025. 2021 Volkswagen Jetta. Superficial damage only.",Low,2025-05-01
CLM00274,Minor bumper contact in parking garage on 312 days ago. 2019 Audi A4. Both parties exchanged information.,Low,2024-11-27
CLM00275,Total loss - 2022 Acura MDX completely submerged during flooding on Summer St near Providence on 12/21/2024. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2024-12-21
CLM00276,Small dent from hail storm on 210 days ago. 2021 Volkswagen Jetta parked at Waltham Shopping Center. front bumper affected.,Low,2025-03-09
CLM00277,Minor parking lot incident on 195 days ago. Small scratch on headlight of my 2020 Subaru Outback. No injuries. Other party left contact information.,Low,2025-03-24
CLM00278,"Fender bender on April 24, 2025 at Lake Street in Lowell. 2019 Nissan Altima damage to side mirror. Both drivers remained at scene.",Medium,2025-04-24
CLM00279,Small scratch along tail light noticed on 09/16/2025. Unknown cause. 2022 Mercedes-Benz C-Class parked at Malden Parking Garage.,Low,2025-09-16
CLM00280,Broken hood discovered on 57 days ago at Worcester Mall. Likely vandalism while parked. 2020 Lexus RX.,Low,2025-08-09
CLM00281,Collision with deer on Maple Drive near Newton on 09/11/2025. 2018 Dodge Ram has front-end damage including headlight and windshield. Police report available.,Medium,2025-09-11
CLM00282,Small scratch along driver side door noticed on 01/25/2025. Unknown cause. 2022 Acura MDX parked at Lowell Parking Garage.,Low,2025-01-25
CLM00283,"Bird damage to paint on hood on December 03, 2024. 2019 Audi A4. Etching visible, needs touch-up.",Low,2024-12-03
CLM00284,Hit and run while parked on 10/03/2025 at Malden Plaza. 2020 Lexus RX has significant damage to fender. Witnesses provided partial plate number.,Medium,2025-10-03
CLM00285,"Vehicle struck by falling branch during storm on July 30, 2025. 2020 Chevrolet Silverado has damage to rear bumper and windshield. Tree maintenance company notified.",Medium,2025-07-30
CLM00286,"Tire damage from pothole on River Road on January 14, 2025. 2018 Jeep Wrangler. Tire needs replacement.",Low,2025-01-14
CLM00287,"Windshield chip from road debris on May 21, 2025 while driving on Washington Blvd. 2018 Ford F-150. Small chip needs repair before it spreads.",Low,2025-05-21
CLM00288,Tire damage from pothole on Elm Street on 348 days ago. 2019 Hyundai Elantra. Tire needs replacement.,Low,2024-10-22
CLM00289,Minor scrape on trunk while parking on 112 days ago at Springfield Parking Garage. 2018 Jeep Wrangler. Paint transfer visible.,Low,2025-06-15
CLM00290,"Tire damage from pothole on Cedar Lane on November 27, 2024. 2020 GMC Sierra. Tire needs replacement.",Low,2024-11-27
CLM00291,Tire damage from pothole on Oak Ave on 24 days ago. 2018 Jeep Wrangler. Tire needs replacement.,Low,2025-09-11
CLM00292,"Minor bumper contact in parking garage on November 23, 2024. 2021 Mazda CX-5. Both parties exchanged information.",Low,2024-11-23
CLM00293,Hit by opening car door on 02/05/2025 at Hartford Parking Garage. Damage to headlight of my 2019 Infiniti Q50. Other party admitted fault.,Medium,2025-02-05
CLM00294,Minor scrape on fender while parking on 08/30/2025 at Cambridge Shopping Center. 2020 GMC Sierra. Paint transfer visible.,Low,2025-08-30
CLM00295,Minor collision at stoplight on 186 days ago. 2020 Lexus RX bumped from behind. Damage to tail light.,Medium,2025-04-02
CLM00296,Minor collision at stoplight on 128 days ago. 2020 Toyota Camry bumped from behind. Damage to windshield.,Medium,2025-05-30
CLM00297,Rear-ended at intersection of Maple Drive and Forest Drive in Hartford on 03/02/2025. My 2018 Jeep Wrangler sustained moderate damage to trunk. Police report filed.,Medium,2025-03-02
CLM00298,Windshield chip from road debris on 102 days ago while driving on Summer St. 2020 GMC Sierra. Small chip needs repair before it spreads.,Low,2025-06-25
CLM00299,Windshield chip from road debris on 337 days ago while driving on Highland Ave. 2020 Toyota Camry. Small chip needs repair before it spreads.,Low,2024-11-02
CLM00300,"Minor bumper contact in parking garage on May 20, 2025. 2019 Infiniti Q50. Both parties exchanged information.",Low,2025-05-20
CLM00301,Windshield chip from road debris on 271 days ago while driving on River Road. 2020 Toyota Camry. Small chip needs repair before it spreads.,Low,2025-01-07
CLM00302,Hit and run while parked on 129 days ago at Lynn Shopping Center. 2018 Ford F-150 has significant damage to trunk. Witnesses provided partial plate number.,Medium,2025-05-29
CLM00303,Minor collision at stoplight on 08/24/2025. 2021 Tesla Model 3 bumped from behind. Damage to driver side door.,Medium,2025-08-24
CLM00304,Hit and run while parked on 08/30/2025 at Boston Shopping Center. 2021 Tesla Model 3 has significant damage to hood. Witnesses provided partial plate number.,Medium,2025-08-30
CLM00305,Minor bumper contact in parking garage on 07/17/2025. 2018 Ford F-150. Both parties exchanged information.,Low,2025-07-17
CLM00306,"Bird damage to paint on hood on 07/28/2025. 2019 Audi A4. Etching visible, needs touch-up.",Low,2025-07-28
CLM00307,Small dent from hail storm on 265 days ago. 2019 Infiniti Q50 parked at Somerville Mall. side mirror affected.,Low,2025-01-13
CLM00308,Shopping cart dent on tail light at Malden shopping center on 04/22/2025. 2020 Chevrolet Silverado. Superficial damage only.,Low,2025-04-22
CLM00309,Hit and run while parked on 11/19/2024 at Malden Parking Garage. 2021 Tesla Model 3 has significant damage to tail light. Witnesses provided partial plate number.,Medium,2024-11-19
CLM00310,Collision with deer on Oak Ave near Medford on 07/10/2025. 2018 Jeep Wrangler has front-end damage including passenger side and fender. Police report available.,Medium,2025-07-10
CLM00311,Windshield chip from road debris on 09/10/2025 while driving on Hill Ave. 2021 Mazda CX-5. Small chip needs repair before it spreads.,Low,2025-09-10
CLM00312,Hit and run while parked on 04/18/2025 at Lowell Plaza. 2019 Nissan Altima has significant damage to side mirror. Witnesses provided partial plate number.,Medium,2025-04-18
CLM00313,"Head-on collision on River Road near Hartford on March 31, 2025. 2019 Honda Accord sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.",High,2025-03-31
CLM00314,Collision with deer on Hill Ave near Lynn on 01/14/2025. 2018 Dodge Ram has front-end damage including side mirror and rear bumper. Police report available.,Medium,2025-01-14
CLM00315,Fender bender on 08/18/2025 at Elm Street in Worcester. 2019 Audi A4 damage to driver side door. Both drivers remained at scene.,Medium,2025-08-18
CLM00316,Minor parking lot incident on 09/19/2025. Small scratch on driver side door of my 2018 Ford F-150. No injuries. Other party left contact information.,Low,2025-09-19
CLM00317,Minor parking lot incident on 106 days ago. Small scratch on tail light of my 2021 Volkswagen Jetta. No injuries. Other party left contact information.,Low,2025-06-21
CLM00318,"Side-swiped on highway near Boston on January 10, 2025. 2021 Volvo XC90 has damage to fender and windshield. Other driver cited for unsafe lane change.",Medium,2025-01-10
CLM00319,Minor scrape on tail light while parking on 87 days ago at Worcester Parking Garage. 2021 Mazda CX-5. Paint transfer visible.,Low,2025-07-10
CLM00320,"Tree fell on 2018 Dodge Ram during severe storm on 11/19/2024 at 5367 Cedar Lane, Boston. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2024-11-19
CLM00321,"Backed into pole in parking lot on December 30, 2024 at Boston Shopping Center. 2022 Acura MDX has dent in hood. My fault, estimated repair cost $3,500.",Medium,2024-12-30
CLM00322,"Devastating hail storm on 167 days ago damaged 2022 Mercedes-Benz C-Class and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2025-04-21
CLM00323,"Tire damage from pothole on Highland Ave on July 28, 2025. 2018 Jeep Wrangler. Tire needs replacement.",Low,2025-07-28
CLM00324,Small dent from hail storm on 10/03/2025. 2022 Mercedes-Benz C-Class parked at Medford Shopping Center. hood affected.,Low,2025-10-03
CLM00325,"Devastating hail storm on 269 days ago damaged 2018 Dodge Ram and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2025-01-09
CLM00326,Shopping cart dent on front bumper at Worcester shopping center on 326 days ago. 2022 Acura MDX. Superficial damage only.,Low,2024-11-13
CLM00327,"Side-swiped on highway near Lowell on November 12, 2024. 2020 Toyota Camry has damage to trunk and tail light. Other driver cited for unsafe lane change.",Medium,2024-11-12
CLM00328,"Vehicle damaged by shopping cart blown by wind on December 07, 2024. 2020 Kia Sorento has dents on fender. Security footage available.",Medium,2024-12-07
CLM00329,"Shopping cart dent on rear bumper at Medford shopping center on December 22, 2024. 2019 Audi A4. Superficial damage only.",Low,2024-12-22
CLM00330,Minor parking lot incident on 10/25/2024. Small scratch on front bumper of my 2020 GMC Sierra. No injuries. Other party left contact information.,Low,2024-10-25
CLM00331,Side-swiped on highway near Worcester on 144 days ago. 2019 Nissan Altima has damage to front bumper and headlight. Other driver cited for unsafe lane change.,Medium,2025-05-14
CLM00332,Collision with deer on Highland Ave near Lowell on 167 days ago. 2020 Chevrolet Silverado has front-end damage including hood and windshield. Police report available.,Medium,2025-04-21
CLM00333,"Bird damage to paint on hood on 230 days ago. 2020 Chevrolet Silverado. Etching visible, needs touch-up.",Low,2025-02-17
CLM00334,"URGENT: Major collision on April 23, 2025 at Spring St and Highland Ave in Waltham. My 2018 Jeep Wrangler was hit by driver who ran red light. Extensive damage to headlight, rear bumper, and quarter panel. Airbags deployed. Multiple injuries. Police and ambulance responded. Need immediate assistance.",High,2025-04-23
CLM00335,Small dent from hail storm on 12/02/2024. 2021 Mazda CX-5 parked at Somerville Mall. windshield affected.,Low,2024-12-02
CLM00336,"Bird damage to paint on hood on May 06, 2025. 2019 Honda Accord. Etching visible, needs touch-up.",Low,2025-05-06
CLM00337,"Multi-vehicle pileup on 11/12/2024 on highway near Springfield. 2020 Subaru Outback sandwiched between two vehicles. Damage to front and rear including rear bumper, passenger side, front bumper. Major traffic incident with police investigation ongoing.",High,2024-11-12
CLM00338,Small dent from hail storm on 10/21/2024. 2022 BMW X5 parked at Springfield Parking Garage. rear bumper affected.,Low,2024-10-21
CLM00339,Small scratch along rear bumper noticed on 37 days ago. Unknown cause. 2020 GMC Sierra parked at Worcester Plaza.,Low,2025-08-29
CLM00340,Minor bumper contact in parking garage on 04/23/2025. 2020 Chevrolet Silverado. Both parties exchanged information.,Low,2025-04-23
CLM00341,"Rear-ended at intersection of Pine Road and Highland Ave in Worcester on January 11, 2025. My 2022 Acura MDX sustained moderate damage to side mirror. Police report filed.",Medium,2025-01-11
CLM00342,"Small dent from hail storm on May 04, 2025. 2019 Honda Accord parked at Quincy Plaza. driver side door affected.",Low,2025-05-04
CLM00343,Small scratch along headlight noticed on 09/12/2025. Unknown cause. 2022 Mercedes-Benz C-Class parked at Boston Mall.,Low,2025-09-12
CLM00344,Small dent from hail storm on 158 days ago. 2020 Subaru Outback parked at Hartford Mall. driver side door affected.,Low,2025-04-30
CLM00345,"Fender bender on December 13, 2024 at Spring St in Medford. 2018 Ford F-150 damage to front bumper. Both drivers remained at scene.",Medium,2024-12-13
CLM00346,"Windshield chip from road debris on July 22, 2025 while driving on Park Ave. 2019 Honda Accord. Small chip needs repair before it spreads.",Low,2025-07-22
CLM00347,Collision with deer on Broadway near Brookline on 11/07/2024. 2021 Volkswagen Jetta has front-end damage including rear bumper and hood. Police report available.,Medium,2024-11-07
CLM00348,"Tree fell on 2021 Volvo XC90 during severe storm on 02/16/2025 at 5175 Hill Ave, Waltham. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-02-16
CLM00349,"Severe accident on highway near Somerville on October 22, 2024. 2021 Volvo XC90 struck by semi-truck. Major damage to entire side mirror side. Vehicle towed from scene. Hospital treatment required. Police report number RPT797707.",High,2024-10-22
CLM00350,Side-swiped on highway near Providence on 271 days ago. 2022 Acura MDX has damage to passenger side and hood. Other driver cited for unsafe lane change.,Medium,2025-01-07
CLM00351,Minor bumper contact in parking garage on 06/23/2025. 2022 Mercedes-Benz C-Class. Both parties exchanged information.,Low,2025-06-23
CLM00352,"Windshield chip from road debris on March 24, 2025 while driving on Lake Street. 2021 Volkswagen Jetta. Small chip needs repair before it spreads.",Low,2025-03-24
CLM00353,Total loss - 2020 GMC Sierra completely submerged during flooding on Church St near Brookline on 12 days ago. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-09-23
CLM00354,Vehicle damaged by shopping cart blown by wind on 06/29/2025. 2021 Volvo XC90 has dents on passenger side. Security footage available.,Medium,2025-06-29
CLM00355,"URGENT: House fire at 567 Park Ave, Boston on 247 days ago. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $200,000. Fire department report available. Family displaced.",High,2025-01-31
CLM00356,"Minor bumper contact in parking garage on March 20, 2025. 2020 Lexus RX. Both parties exchanged information.",Low,2025-03-20
CLM00357,"Minor bumper contact in parking garage on November 23, 2024. 2019 Nissan Altima. Both parties exchanged information.",Low,2024-11-23
CLM00358,"Bird damage to paint on hood on 03/29/2025. 2020 Kia Sorento. Etching visible, needs touch-up.",Low,2025-03-29
CLM00359,"Windshield chip from road debris on May 17, 2025 while driving on School Road. 2019 Hyundai Elantra. Small chip needs repair before it spreads.",Low,2025-05-17
CLM00360,Shopping cart dent on fender at Cambridge shopping center on 150 days ago. 2019 Honda Accord. Superficial damage only.,Low,2025-05-08
CLM00361,"URGENT: 2019 Nissan Altima stolen from Providence Parking Garage on July 25, 2025. Vehicle found abandoned three days later with severe damage. passenger side and headlight destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.",High,2025-07-25
CLM00362,"Backed into pole in parking lot on October 17, 2024 at Hartford Plaza. 2018 Dodge Ram has dent in trunk. My fault, estimated repair cost $3,500.",Medium,2024-10-17
CLM00363,Collision with deer on Lake Street near Lynn on 03/07/2025. 2022 BMW X5 has front-end damage including windshield and trunk. Police report available.,Medium,2025-03-07
CLM00364,"Small scratch along windshield noticed on August 06, 2025. Unknown cause. 2019 Infiniti Q50 parked at Quincy Mall.",Low,2025-08-06
CLM00365,Shopping cart dent on passenger side at Springfield shopping center on 18 days ago. 2021 Mazda CX-5. Superficial damage only.,Low,2025-09-17
CLM00366,Vehicle struck by falling branch during storm on 11/21/2024. 2018 Dodge Ram has damage to hood and windshield. Tree maintenance company notified.,Medium,2024-11-21
CLM00367,Small dent from hail storm on 109 days ago. 2019 Audi A4 parked at Hartford Parking Garage. fender affected.,Low,2025-06-18
CLM00368,"Minor parking lot incident on December 12, 2024. Small scratch on side mirror of my 2019 Hyundai Elantra. No injuries. Other party left contact information.",Low,2024-12-12
CLM00369,"Multi-vehicle pileup on 250 days ago on highway near Quincy. 2022 Mercedes-Benz C-Class sandwiched between two vehicles. Damage to front and rear including quarter panel, front bumper, windshield. Major traffic incident with police investigation ongoing.",High,2025-01-28
CLM00370,"Vehicle damaged by shopping cart blown by wind on November 12, 2024. 2018 Ford F-150 has dents on hood. Security footage available.",Medium,2024-11-12
CLM00371,"URGENT: Major collision on 07/03/2025 at Forest Drive and Spring St in Lowell. My 2022 Acura MDX was hit by driver who ran red light. Extensive damage to hood, driver side door, and front bumper. Airbags deployed. Multiple injuries. Police and ambulance responded. Need immediate assistance.",High,2025-07-03
CLM00372,"Head-on collision on Lake Street near Somerville on April 09, 2025. 2022 Mercedes-Benz C-Class sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.",High,2025-04-09
CLM00373,Minor collision at stoplight on 04/22/2025. 2019 Hyundai Elantra bumped from behind. Damage to tail light.,Medium,2025-04-22
CLM00374,Broken passenger side discovered on 02/27/2025 at Lynn Mall. Likely vandalism while parked. 2020 Lexus RX.,Low,2025-02-27
CLM00375,"Small dent from hail storm on May 18, 2025. 2019 Nissan Altima parked at Boston Parking Garage. side mirror affected.",Low,2025-05-18
CLM00376,"Hit by opening car door on October 21, 2024 at Quincy Mall. Damage to hood of my 2020 Lexus RX. Other party admitted fault.",Medium,2024-10-21
CLM00377,Shopping cart dent on passenger side at Waltham shopping center on 06/19/2025. 2020 Subaru Outback. Superficial damage only.,Low,2025-06-19
