claim_id,description,actual_severity,filing_date
CLM00191,"Bird damage to paint on hood on 256 days ago. 2021 Volkswagen Jetta. Etching visible, needs touch-up.",Low,2025-01-22
CLM00192,"Vehicle damaged by shopping cart blown by wind on January 22, 2025. 2019 Audi A4 has dents on trunk. Security footage available.",Medium,2025-01-22
CLM00193,"Severe accident on highway near Boston on July 05, 2025. 2020 Toyota Camry struck by semi-truck. Major damage to entire rear bumper side. Vehicle towed from scene. Hospital treatment required. Police report number RPT453937.",High,2025-07-05
CLM00194,"Windshield chip from road debris on November 24, 2024 while driving on School Road. 2019 Audi A4. Small chip needs repair before it spreads.",Low,2024-11-24
CLM00195,Shopping cart dent on passenger side at Boston shopping center on 28 days ago. 2018 Ford F-150. Superficial damage only.,Low,2025-09-07
CLM00196,Hit by opening car door on 173 days ago at Providence Shopping Center. Damage to trunk of my 2021 Mazda CX-5. Other party admitted fault.,Medium,2025-04-15
CLM00197,Hit and run while parked on 144 days ago at Boston Plaza. 2021 Tesla Model 3 has significant damage to front bumper. Witnesses provided partial plate number.,Medium,2025-05-14
CLM00198,"URGENT: Major collision on 10/09/2024 at River Road and Pleasant St in Waltham. My 2018 Jeep Wrangler was hit by driver who ran red light. Extensive damage to side mirror, rear bumper, and front bumper. Airbags deployed. Multiple injuries. Police and ambulance responded. Need immediate assistance.",High,2024-10-09
CLM00199,Shopping cart dent on windshield at Lynn shopping center on 03/26/2025. 2020 Kia Sorento. Superficial damage only.,Low,2025-03-26
CLM00200,"Tire damage from pothole on Park Ave on June 23, 2025. 2019 Infiniti Q50. Tire needs replacement.",Low,2025-06-23
CLM00201,"Minor scrape on trunk while parking on April 15, 2025 at Malden Mall. 2022 Mercedes-Benz C-Class. Paint transfer visible.",Low,2025-04-15
CLM00202,"URGENT: 2019 Infiniti Q50 stolen from Medford Shopping Center on May 08, 2025. Vehicle found abandoned three days later with severe damage. rear bumper and fender destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.",High,2025-05-08
CLM00203,"Tire damage from pothole on Cedar Lane on July 12, 2025. 2020 Lexus RX. Tire needs replacement.",Low,2025-07-12
CLM00204,Minor scrape on rear bumper while parking on 06/10/2025 at Boston Parking Garage. 2021 Tesla Model 3. Paint transfer visible.,Low,2025-06-10
CLM00205,"Small dent from hail storm on August 22, 2025. 2022 Mercedes-Benz C-Class parked at Worcester Mall. side mirror affected.",Low,2025-08-22
CLM00206,"Minor bumper contact in parking garage on September 17, 2025. 2021 Volkswagen Jetta. Both parties exchanged information.",Low,2025-09-17
CLM00207,Minor bumper contact in parking garage on 01/02/2025. 2020 GMC Sierra. Both parties exchanged information.,Low,2025-01-02
CLM00208,Total loss - 2019 Hyundai Elantra completely submerged during flooding on Spring St near Waltham on 329 days ago. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2024-11-10
CLM00209,Tire damage from pothole on Cedar Lane on 12/07/2024. 2021 Volvo XC90. Tire needs replacement.,Low,2024-12-07
CLM00210,"Windshield chip from road debris on August 13, 2025 while driving on Hill Ave. 2020 GMC Sierra. Small chip needs repair before it spreads.",Low,2025-08-13
CLM00211,"Rear-ended at intersection of Summer St and Pine Road in Brookline on September 21, 2025. My 2021 Volkswagen Jetta sustained moderate damage to quarter panel. Police report filed.",Medium,2025-09-21
CLM00212,Fender bender on 59 days ago at Lake Street in Springfield. 2022 Acura MDX damage to passenger side. Both drivers remained at scene.,Medium,2025-08-07
CLM00213,Side-swiped on highway near Brookline on 09/17/2025. 2020 GMC Sierra has damage to trunk and front bumper. Other driver cited for unsafe lane change.,Medium,2025-09-17
CLM00214,"Bird damage to paint on hood on 60 days ago. 2019 Infiniti Q50. Etching visible, needs touch-up.",Low,2025-08-06
CLM00215,Tire damage from pothole on Lake Street on 302 days ago. 2021 Mazda CX-5. Tire needs replacement.,Low,2024-12-07
CLM00216,Hit by opening car door on 31 days ago at Cambridge Mall. Damage to passenger side of my 2019 Infiniti Q50. Other party admitted fault.,Medium,2025-09-04
CLM00217,"Minor scrape on rear bumper while parking on October 01, 2025 at Brookline Mall. 2019 Honda Accord. Paint transfer visible.",Low,2025-10-01
CLM00218,Fender bender on 1 days ago at Forest Drive in Worcester. 2021 Volkswagen Jetta damage to headlight. Both drivers remained at scene.,Medium,2025-10-04
CLM00219,URGENT: 2020 Lexus RX stolen from Quincy Shopping Center on 217 days ago. Vehicle found abandoned three days later with severe damage. hood and tail light destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.,High,2025-03-02
CLM00220,"Small scratch along rear bumper noticed on December 03, 2024. Unknown cause. 2019 Infiniti Q50 parked at Providence Parking Garage.",Low,2024-12-03
CLM00221,"Minor scrape on fender while parking on February 20, 2025 at Quincy Shopping Center. 2021 Volvo XC90. Paint transfer visible.",Low,2025-02-20
CLM00222,Small scratch along quarter panel noticed on 17 days ago. Unknown cause. 2019 Infiniti Q50 parked at Waltham Mall.,Low,2025-09-18
CLM00223,Fender bender on 315 days ago at Spring St in Springfield. 2019 Infiniti Q50 damage to headlight. Both drivers remained at scene.,Medium,2024-11-24
CLM00224,Minor bumper contact in parking garage on 04/14/2025. 2020 Subaru Outback. Both parties exchanged information.,Low,2025-04-14
CLM00225,"Minor bumper contact in parking garage on August 06, 2025. 2019 Audi A4. Both parties exchanged information.",Low,2025-08-06
CLM00226,"Shopping cart dent on windshield at Quincy shopping center on March 30, 2025. 2020 GMC Sierra. Superficial damage only.",Low,2025-03-30
CLM00227,Fender bender on 320 days ago at Highland Ave in Lowell. 2019 Infiniti Q50 damage to windshield. Both drivers remained at scene.,Medium,2024-11-19
CLM00228,Shopping cart dent on headlight at Medford shopping center on 238 days ago. 2018 Jeep Wrangler. Superficial damage only.,Low,2025-02-09
CLM00229,Tire damage from pothole on Forest Drive on 09/13/2025. 2021 Mazda CX-5. Tire needs replacement.,Low,2025-09-13
CLM00230,Minor parking lot incident on 182 days ago. Small scratch on quarter panel of my 2019 Infiniti Q50. No injuries. Other party left contact information.,Low,2025-04-06
CLM00231,"Minor parking lot incident on January 05, 2025. Small scratch on headlight of my 2020 Subaru Outback. No injuries. Other party left contact information.",Low,2025-01-05
CLM00232,"Bird damage to paint on hood on 08/20/2025. 2020 GMC Sierra. Etching visible, needs touch-up.",Low,2025-08-20
CLM00233,"Hit and run while parked on June 04, 2025 at Hartford Shopping Center. 2020 Subaru Outback has significant damage to trunk. Witnesses provided partial plate number.",Medium,2025-06-04
CLM00234,"Backed into pole in parking lot on 188 days ago at Worcester Plaza. 2022 Acura MDX has dent in passenger side. My fault, estimated repair cost $3,500.",Medium,2025-03-31
CLM00235,Minor bumper contact in parking garage on 307 days ago. 2021 Volkswagen Jetta. Both parties exchanged information.,Low,2024-12-02
CLM00236,Collision with deer on Union Street near Providence on 283 days ago. 2020 GMC Sierra has front-end damage including trunk and front bumper. Police report available.,Medium,2024-12-26
CLM00237,Tire damage from pothole on Pleasant St on 05/19/2025. 2020 Chevrolet Silverado. Tire needs replacement.,Low,2025-05-19
CLM00238,Collision with deer on Park Ave near Worcester on 267 days ago. 2019 Audi A4 has front-end damage including tail light and windshield. Police report available.,Medium,2025-01-11
CLM00239,Small dent from hail storm on 339 days ago. 2021 Tesla Model 3 parked at Waltham Mall. headlight affected.,Low,2024-10-31
CLM00240,"Tire damage from pothole on Summer St on November 06, 2024. 2022 BMW X5. Tire needs replacement.",Low,2024-11-06
CLM00241,Minor bumper contact in parking garage on 10/09/2024. 2020 Toyota Camry. Both parties exchanged information.,Low,2024-10-09
CLM00242,"Vehicle damaged by shopping cart blown by wind on January 10, 2025. 2019 Nissan Altima has dents on trunk. Security footage available.",Medium,2025-01-10
CLM00243,Small scratch along windshield noticed on 269 days ago. Unknown cause. 2018 Dodge Ram parked at Medford Mall.,Low,2025-01-09
CLM00244,"Tree fell on 2020 GMC Sierra during severe storm on 05/22/2025 at 1073 Spring St, Cambridge. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-05-22
CLM00245,Minor collision at stoplight on 77 days ago. 2019 Infiniti Q50 bumped from behind. Damage to rear bumper.,Medium,2025-07-20
CLM00246,Small dent from hail storm on 11/24/2024. 2020 Chevrolet Silverado parked at Lynn Parking Garage. front bumper affected.,Low,2024-11-24
CLM00247,"Multi-vehicle pileup on November 13, 2024 on highway near Brookline. 2022 BMW X5 sandwiched between two vehicles. Damage to front and rear including passenger side, hood, headlight. Major traffic incident with police investigation ongoing.",High,2024-11-13
CLM00248,Minor parking lot incident on 02/11/2025. Small scratch on fender of my 2019 Nissan Altima. No injuries. Other party left contact information.,Low,2025-02-11
CLM00249,Side-swiped on highway near Medford on 191 days ago. 2019 Audi A4 has damage to rear bumper and front bumper. Other driver cited for unsafe lane change.,Medium,2025-03-28
CLM00250,"Minor parking lot incident on November 15, 2024. Small scratch on windshield of my 2018 Dodge Ram. No injuries. Other party left contact information.",Low,2024-11-15
CLM00251,"URGENT: 2020 GMC Sierra stolen from Quincy Mall on March 22, 2025. Vehicle found abandoned three days later with severe damage. passenger side and fender destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.",High,2025-03-22
CLM00252,"Multi-vehicle pileup on 46 days ago on highway near Brookline. 2020 Lexus RX sandwiched between two vehicles. Damage to front and rear including trunk, tail light, front bumper. Major traffic incident with police investigation ongoing.",High,2025-08-20
CLM00253,Fender bender on 252 days ago at Oak Ave in Somerville. 2021 Mazda CX-5 damage to trunk. Both drivers remained at scene.,Medium,2025-01-26
CLM00254,"Backed into pole in parking lot on August 17, 2025 at Boston Parking Garage. 2020 Subaru Outback has dent in windshield. My fault, estimated repair cost $3,500.",Medium,2025-08-17
CLM00255,Windshield chip from road debris on 204 days ago while driving on Church St. 2020 Chevrolet Silverado. Small chip needs repair before it spreads.,Low,2025-03-15
CLM00256,Small dent from hail storm on 352 days ago. 2020 Kia Sorento parked at Providence Plaza. side mirror affected.,Low,2024-10-18
CLM00257,"Total loss - 2019 Honda Accord completely submerged during flooding on Forest Drive near Boston on December 01, 2024. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.",High,2024-12-01
CLM00258,Minor bumper contact in parking garage on 221 days ago. 2019 Infiniti Q50. Both parties exchanged information.,Low,2025-02-26
CLM00259,Minor parking lot incident on 01/01/2025. Small scratch on trunk of my 2021 Volkswagen Jetta. No injuries. Other party left contact information.,Low,2025-01-01
CLM00260,"Total loss - 2021 Tesla Model 3 completely submerged during flooding on Maple Drive near Lowell on September 13, 2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.",High,2025-09-13
CLM00261,Shopping cart dent on rear bumper at Medford shopping center on 04/03/2025. 2020 Toyota Camry. Superficial damage only.,Low,2025-04-03
CLM00262,Minor collision at stoplight on 336 days ago. 2020 Lexus RX bumped from behind. Damage to tail light.,Medium,2024-11-03
CLM00263,Minor scrape on quarter panel while parking on 53 days ago at Waltham Shopping Center. 2022 Mercedes-Benz C-Class. Paint transfer visible.,Low,2025-08-13
CLM00264,"Tire damage from pothole on Park Ave on June 08, 2025. 2020 GMC Sierra. Tire needs replacement.",Low,2025-06-08
CLM00265,Minor parking lot incident on 229 days ago. Small scratch on side mirror of my 2021 Volkswagen Jetta. No injuries. Other party left contact information.,Low,2025-02-18
CLM00266,"Bird damage to paint on hood on July 19, 2025. 2019 Audi A4. Etching visible, needs touch-up.",Low,2025-07-19
CLM00267,Tire damage from pothole on Highland Ave on 07/28/2025. 2020 Subaru Outback. Tire needs replacement.,Low,2025-07-28
CLM00268,Small scratch along trunk noticed on 05/18/2025. Unknown cause. 2020 Toyota Camry parked at Hartford Plaza.,Low,2025-05-18
CLM00269,"Bird damage to paint on hood on 05/11/2025. 2022 BMW X5. Etching visible, needs touch-up.",Low,2025-05-11
CLM00270,"Bird damage to paint on hood on May 29, 2025. 2018 Ford F-150. Etching visible, needs touch-up.",Low,2025-05-29
CLM00271,Minor scrape on quarter panel while parking on 153 days ago at Worcester Shopping Center. 2018 Ford F-150. Paint transfer visible.,Low,2025-05-05
CLM00272,"Multi-vehicle pileup on 05/14/2025 on highway near Brookline. 2020 GMC Sierra sandwiched between two vehicles. Damage to front and rear including side mirror, hood, hood. Major traffic incident with police investigation ongoing.",High,2025-05-14
CLM00273,Broken passenger side discovered on 12/10/2024 at Medford Shopping Center. Likely vandalism while parked. 2022 Mercedes-Benz C-Class.,Low,2024-12-10
CLM00274,Severe accident on highway near Worcester on 296 days ago. 2019 Honda Accord struck by semi-truck. Major damage to entire trunk side. Vehicle towed from scene. Hospital treatment required. Police report number RPT765520.,High,2024-12-13
CLM00275,Fender bender on 166 days ago at Main St in Somerville. 2018 Dodge Ram damage to front bumper. Both drivers remained at scene.,Medium,2025-04-22
CLM00276,"Small scratch along hood noticed on August 11, 2025. Unknown cause. 2022 Acura MDX parked at Worcester Parking Garage.",Low,2025-08-11
CLM00277,"Windshield chip from road debris on April 08, 2025 while driving on Cedar Lane. 2022 Acura MDX. Small chip needs repair before it spreads.",Low,2025-04-08
CLM00278,Severe accident on highway near Springfield on 80 days ago. 2018 Ford F-150 struck by semi-truck. Major damage to entire hood side. Vehicle towed from scene. Hospital treatment required. Police report number RPT211144.,High,2025-07-17
CLM00279,Small scratch along front bumper noticed on 09/25/2025. Unknown cause. 2020 Chevrolet Silverado parked at Medford Plaza.,Low,2025-09-25
CLM00280,Minor parking lot incident on 238 days ago. Small scratch on headlight of my 2020 Toyota Camry. No injuries. Other party left contact information.,Low,2025-02-09
CLM00281,"Minor bumper contact in parking garage on October 06, 2024. 2022 Mercedes-Benz C-Class. Both parties exchanged information.",Low,2024-10-06
CLM00282,Hit and run while parked on 118 days ago at Malden Mall. 2021 Volvo XC90 has significant damage to headlight. Witnesses provided partial plate number.,Medium,2025-06-09
CLM00283,Hit and run while parked on 10/23/2024 at Brookline Plaza. 2022 Mercedes-Benz C-Class has significant damage to tail light. Witnesses provided partial plate number.,Medium,2024-10-23
CLM00284,"Vehicle struck by falling branch during storm on December 01, 2024. 2022 BMW X5 has damage to side mirror and windshield. Tree maintenance company notified.",Medium,2024-12-01
CLM00285,Minor bumper contact in parking garage on 178 days ago. 2020 Chevrolet Silverado. Both parties exchanged information.,Low,2025-04-10
CLM00286,Shopping cart dent on passenger side at Cambridge shopping center on 257 days ago. 2022 Acura MDX. Superficial damage only.,Low,2025-01-21
CLM00287,"Broken trunk discovered on April 02, 2025 at Providence Mall. Likely vandalism while parked. 2020 Subaru Outback.",Low,2025-04-02
CLM00288,Rear-ended at intersection of Forest Drive and Spring St in Hartford on 11/16/2024. My 2020 Chevrolet Silverado sustained moderate damage to side mirror. Police report filed.,Medium,2024-11-16
CLM00289,"Backed into pole in parking lot on 03/24/2025 at Lynn Parking Garage. 2021 Volkswagen Jetta has dent in front bumper. My fault, estimated repair cost $3,500.",Medium,2025-03-24
CLM00290,"Rear-ended at intersection of Highland Ave and Pleasant St in Springfield on July 20, 2025. My 2021 Volvo XC90 sustained moderate damage to hood. Police report filed.",Medium,2025-07-20
CLM00291,Minor scrape on fender while parking on 166 days ago at Springfield Plaza. 2019 Hyundai Elantra. Paint transfer visible.,Low,2025-04-22
CLM00292,Tire damage from pothole on Park Ave on 11/28/2024. 2018 Dodge Ram. Tire needs replacement.,Low,2024-11-28
CLM00293,Minor collision at stoplight on 236 days ago. 2020 Toyota Camry bumped from behind. Damage to fender.,Medium,2025-02-11
CLM00294,"Small scratch along trunk noticed on December 14, 2024. Unknown cause. 2019 Nissan Altima parked at Brookline Plaza.",Low,2024-12-14
CLM00295,Minor parking lot incident on 71 days ago. Small scratch on rear bumper of my 2019 Honda Accord. No injuries. Other party left contact information.,Low,2025-07-26
CLM00296,"Small scratch along passenger side noticed on July 19, 2025. Unknown cause. 2022 Acura MDX parked at Waltham Mall.",Low,2025-07-19
CLM00297,Shopping cart dent on passenger side at Waltham shopping center on 122 days ago. 2020 GMC Sierra. Superficial damage only.,Low,2025-06-05
CLM00298,Side-swiped on highway near Waltham on 48 days ago. 2020 Subaru Outback has damage to side mirror and hood. Other driver cited for unsafe lane change.,Medium,2025-08-18
CLM00299,Small scratch along driver side door noticed on 03/28/2025. Unknown cause. 2020 Kia Sorento parked at Brookline Parking Garage.,Low,2025-03-28
CLM00300,"Shopping cart dent on side mirror at Brookline shopping center on September 03, 2025. 2020 Toyota Camry. Superficial damage only.",Low,2025-09-03
CLM00301,Vehicle struck by falling branch during storm on 205 days ago. 2021 Tesla Model 3 has damage to side mirror and windshield. Tree maintenance company notified.,Medium,2025-03-14
CLM00302,Minor parking lot incident on 39 days ago. Small scratch on rear bumper of my 2019 Audi A4. No injuries. Other party left contact information.,Low,2025-08-27
CLM00303,"Bird damage to paint on hood on 105 days ago. 2020 Subaru Outback. Etching visible, needs touch-up.",Low,2025-06-22
CLM00304,Total loss - 2022 BMW X5 completely submerged during flooding on Washington Blvd near Medford on 159 days ago. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-04-29
CLM00305,"My 2020 GMC Sierra was struck by drunk driver on 345 days ago at Lynn Shopping Center. Extensive damage to side mirror, front bumper, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2024-10-25
CLM00306,Small scratch along driver side door noticed on 75 days ago. Unknown cause. 2018 Jeep Wrangler parked at Worcester Shopping Center.,Low,2025-07-22
CLM00307,Small dent from hail storm on 300 days ago. 2020 Subaru Outback parked at Boston Plaza. passenger side affected.,Low,2024-12-09
CLM00308,Windshield chip from road debris on 07/27/2025 while driving on Highland Ave. 2021 Tesla Model 3. Small chip needs repair before it spreads.,Low,2025-07-27
CLM00309,"Side-swiped on highway near Cambridge on October 14, 2024. 2019 Nissan Altima has damage to hood and tail light. Other driver cited for unsafe lane change.",Medium,2024-10-14
CLM00310,"Small dent from hail storm on February 20, 2025. 2020 Toyota Camry parked at Somerville Parking Garage. fender affected.",Low,2025-02-20
CLM00311,"Minor scrape on trunk while parking on October 07, 2024 at Lowell Plaza. 2020 Subaru Outback. Paint transfer visible.",Low,2024-10-07
CLM00312,"Minor scrape on headlight while parking on June 18, 2025 at Lynn Mall. 2019 Infiniti Q50. Paint transfer visible.",Low,2025-06-18
CLM00313,"Rear-ended at intersection of Highland Ave and Main St in Hartford on January 01, 2025. My 2021 Volvo XC90 sustained moderate damage to rear bumper. Police report filed.",Medium,2025-01-01
CLM00314,"Hit by opening car door on March 08, 2025 at Quincy Plaza. Damage to fender of my 2022 BMW X5. Other party admitted fault.",Medium,2025-03-08
CLM00315,Collision with deer on Cedar Lane near Newton on 06/16/2025. 2019 Honda Accord has front-end damage including headlight and side mirror. Police report available.,Medium,2025-06-16
CLM00316,"Small dent from hail storm on January 09, 2025. 2022 Mercedes-Benz C-Class parked at Providence Shopping Center. rear bumper affected.",Low,2025-01-09
CLM00317,"Hit by opening car door on June 29, 2025 at Lynn Mall. Damage to rear bumper of my 2021 Volkswagen Jetta. Other party admitted fault.",Medium,2025-06-29
CLM00318,Broken fender discovered on 12 days ago at Medford Shopping Center. Likely vandalism while parked. 2018 Ford F-150.,Low,2025-09-23
CLM00319,Minor scrape on quarter panel while parking on 229 days ago at Hartford Parking Garage. 2019 Audi A4. Paint transfer visible.,Low,2025-02-18
CLM00320,"Minor parking lot incident on October 01, 2025. Small scratch on passenger side of my 2018 Jeep Wrangler. No injuries. Other party left contact information.",Low,2025-10-01
CLM00321,Hit by opening car door on 10/27/2024 at Quincy Mall. Damage to rear bumper of my 2019 Infiniti Q50. Other party admitted fault.,Medium,2024-10-27
CLM00322,Vehicle struck by falling branch during storm on 316 days ago. 2020 Lexus RX has damage to headlight and windshield. Tree maintenance company notified.,Medium,2024-11-23
CLM00323,Small dent from hail storm on 05/30/2025. 2018 Ford F-150 parked at Springfield Plaza. rear bumper affected.,Low,2025-05-30
CLM00324,Fender bender on 03/29/2025 at Pine Road in Newton. 2020 Kia Sorento damage to tail light. Both drivers remained at scene.,Medium,2025-03-29
CLM00325,"Backed into pole in parking lot on 07/14/2025 at Hartford Plaza. 2022 BMW X5 has dent in rear bumper. My fault, estimated repair cost $3,500.",Medium,2025-07-14
CLM00326,Small scratch along headlight noticed on 02/03/2025. Unknown cause. 2020 Lexus RX parked at Waltham Shopping Center.,Low,2025-02-03
CLM00327,"Head-on collision on Highland Ave near Medford on July 24, 2025. 2021 Mazda CX-5 sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.",High,2025-07-24
CLM00328,Small scratch along driver side door noticed on 47 days ago. Unknown cause. 2019 Infiniti Q50 parked at Lynn Shopping Center.,Low,2025-08-19
CLM00329,"Hit and run while parked on June 24, 2025 at Worcester Parking Garage. 2020 Chevrolet Silverado has significant damage to headlight. Witnesses provided partial plate number.",Medium,2025-06-24
CLM00330,"Minor collision at stoplight on January 29, 2025. 2020 Kia Sorento bumped from behind. Damage to front bumper.",Medium,2025-01-29
CLM00331,"Broken front bumper discovered on December 03, 2024 at Malden Parking Garage. Likely vandalism while parked. 2022 Acura MDX.",Low,2024-12-03
CLM00332,"Broken quarter panel discovered on August 19, 2025 at Waltham Mall. Likely vandalism while parked. 2020 Toyota Camry.",Low,2025-08-19
CLM00333,"URGENT: 2021 Volkswagen Jetta stolen from Lowell Mall on May 12, 2025. Vehicle found abandoned three days later with severe damage. tail light and headlight destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.",High,2025-05-12
CLM00334,"Minor parking lot incident on April 10, 2025. Small scratch on fender of my 2021 Volkswagen Jetta. No injuries. Other party left contact information.",Low,2025-04-10
CLM00335,Side-swiped on highway near Providence on 130 days ago. 2019 Honda Accord has damage to driver side door and headlight. Other driver cited for unsafe lane change.,Medium,2025-05-28
CLM00336,Hit and run while parked on 132 days ago at Brookline Plaza. 2022 Acura MDX has significant damage to hood. Witnesses provided partial plate number.,Medium,2025-05-26
CLM00337,"Vehicle struck by falling branch during storm on January 07, 2025. 2020 Kia Sorento has damage to quarter panel and windshield. Tree maintenance company notified.",Medium,2025-01-07
CLM00338,"Minor parking lot incident on May 12, 2025. Small scratch on fender of my 2020 Lexus RX. No injuries. Other party left contact information.",Low,2025-05-12
CLM00339,"URGENT: House fire at 4217 Spring St, Providence on 08/29/2025. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $50,000. Fire department report available. Family displaced.",High,2025-08-29
CLM00340,"Side-swiped on highway near Boston on June 25, 2025. 2019 Infiniti Q50 has damage to rear bumper and rear bumper. Other driver cited for unsafe lane change.",Medium,2025-06-25
CLM00341,Small dent from hail storm on 102 days ago. 2022 Mercedes-Benz C-Class parked at Cambridge Shopping Center. side mirror affected.,Low,2025-06-25
CLM00342,Hit by opening car door on 74 days ago at Newton Plaza. Damage to rear bumper of my 2021 Tesla Model 3. Other party admitted fault.,Medium,2025-07-23
CLM00343,Minor scrape on side mirror while parking on 03/07/2025 at Quincy Plaza. 2021 Volvo XC90. Paint transfer visible.,Low,2025-03-07
CLM00344,"Devastating hail storm on October 30, 2024 damaged 2019 Audi A4 and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2024-10-30
CLM00345,Small dent from hail storm on 07/26/2025. 2019 Hyundai Elantra parked at Worcester Plaza. trunk affected.,Low,2025-07-26
CLM00346,"Minor parking lot incident on June 19, 2025. Small scratch on headlight of my 2019 Audi A4. No injuries. Other party left contact information.",Low,2025-06-19
CLM00347,Fender bender on 119 days ago at Spring St in Medford. 2019 Honda Accord damage to trunk. Both drivers remained at scene.,Medium,2025-06-08
CLM00348,"Small dent from hail storm on December 10, 2024. 2022 Acura MDX parked at Boston Parking Garage. side mirror affected.",Low,2024-12-10
CLM00349,"Devastating hail storm on July 04, 2025 damaged 2021 Mazda CX-5 and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2025-07-04
CLM00350,Broken fender discovered on 198 days ago at Boston Mall. Likely vandalism while parked. 2021 Volkswagen Jetta.,Low,2025-03-21
CLM00351,"Fender bender on April 16, 2025 at Broadway in Medford. 2022 Mercedes-Benz C-Class damage to passenger side. Both drivers remained at scene.",Medium,2025-04-16
CLM00352,"Hit and run while parked on September 29, 2025 at Somerville Shopping Center. 2018 Dodge Ram has significant damage to front bumper. Witnesses provided partial plate number.",Medium,2025-09-29
CLM00353,Shopping cart dent on tail light at Providence shopping center on 12/06/2024. 2018 Ford F-150. Superficial damage only.,Low,2024-12-06
CLM00354,"Broken windshield discovered on November 13, 2024 at Waltham Plaza. Likely vandalism while parked. 2020 Kia Sorento.",Low,2024-11-13
CLM00355,"Backed into pole in parking lot on October 01, 2025 at Medford Parking Garage. 2019 Audi A4 has dent in quarter panel. My fault, estimated repair cost $3,500.",Medium,2025-10-01
CLM00356,Small dent from hail storm on 359 days ago. 2020 Chevrolet Silverado parked at Providence Parking Garage. side mirror affected.,Low,2024-10-11
CLM00357,Small scratch along windshield noticed on 08/05/2025. Unknown cause. 2021 Volvo XC90 parked at Malden Mall.,Low,2025-08-05
CLM00358,"Minor bumper contact in parking garage on May 01, 2025. 2022 BMW X5. Both parties exchanged information.",Low,2025-05-01
CLM00359,Windshield chip from road debris on 207 days ago while driving on Main St. 2019 Hyundai Elantra. Small chip needs repair before it spreads.,Low,2025-03-12
CLM00360,"Minor bumper contact in parking garage on January 16, 2025. 2019 Hyundai Elantra. Both parties exchanged information.",Low,2025-01-16
CLM00361,Windshield chip from road debris on 05/17/2025 while driving on Highland Ave. 2019 Honda Accord. Small chip needs repair before it spreads.,Low,2025-05-17
CLM00362,"Bird damage to paint on hood on 287 days ago. 2019 Audi A4. Etching visible, needs touch-up.",Low,2024-12-22
CLM00363,Tire damage from pothole on Elm Street on 176 days ago. 2021 Mazda CX-5. Tire needs replacement.,Low,2025-04-12
CLM00364,Minor scrape on trunk while parking on 06/26/2025 at Quincy Mall. 2018 Jeep Wrangler. Paint transfer visible.,Low,2025-06-26
CLM00365,Collision with deer on Lake Street near Newton on 11/30/2024. 2021 Volvo XC90 has front-end damage including fender and front bumper. Police report available.,Medium,2024-11-30
CLM00366,"Minor parking lot incident on August 11, 2025. Small scratch on front bumper of my 2018 Ford F-150. No injuries. Other party left contact information.",Low,2025-08-11
CLM00367,Hit and run while parked on 8 days ago at Boston Plaza. 2022 Acura MDX has significant damage to front bumper. Witnesses provided partial plate number.,Medium,2025-09-27
CLM00368,Minor parking lot incident on 08/31/2025. Small scratch on side mirror of my 2021 Volvo XC90. No injuries. Other party left contact information.,Low,2025-08-31
CLM00369,Shopping cart dent on passenger side at Brookline shopping center on 348 days ago. 2020 Kia Sorento. Superficial damage only.,Low,2024-10-22
CLM00370,"Minor scrape on rear bumper while parking on May 03, 2025 at Waltham Parking Garage. 2019 Hyundai Elantra. Paint transfer visible.",Low,2025-05-03
CLM00371,"My 2022 BMW X5 was struck by drunk driver on 11/06/2024 at Malden Mall. Extensive damage to quarter panel, windshield, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2024-11-06
CLM00372,Rear-ended at intersection of Main St and Forest Drive in Newton on 10/05/2024. My 2020 Lexus RX sustained moderate damage to trunk. Police report filed.,Medium,2024-10-05
CLM00373,Shopping cart dent on passenger side at Springfield shopping center on 90 days ago. 2020 Kia Sorento. Superficial damage only.,Low,2025-07-07
CLM00374,"Hit by opening car door on June 27, 2025 at Hartford Shopping Center. Damage to tail light of my 2019 Nissan Altima. Other party admitted fault.",Medium,2025-06-27
CLM00375,Minor scrape on side mirror while parking on 02/20/2025 at Waltham Parking Garage. 2018 Ford F-150. Paint transfer visible.,Low,2025-02-20
CLM00376,"Vehicle struck by falling branch during storm on February 02, 2025. 2021 Tesla Model 3 has damage to driver side door and windshield. Tree maintenance company notified.",Medium,2025-02-02
